project,COM-1,COM-2,POP-1,STA-1,STA-2,STA-3,STA-4,STA-5,STA-6,STA-7,STA-8,STA-9,TEC-1,TEC-2,TEC-3,TEC-4,SWQ-1,SWQ-2.1,SWQ-2.2,SWQ-2.3,SWQ-2.4,SWQ-2.5,SWQ-2.6,SWQ-2.7,init,end,project_url,status
myfaces-trinidad,3509566.0565843736,1467,18,8,-321,10,0,2,1,0,155,2,1,48502,189,5811,0.06274220335855324,317.59,13,2,34,67,21.00866908609736,334,2006-03-08,2007-04-22,https://github.com/apache/myfaces-trinidad,graduated
Twill,4559486.354592591,918,205,9,23,71,2,1,0,-3,73,23,0,25856,50,345,0.008817939946788294,35.73,4,0,0,0,1.7449995884434932,85,2013-11-14,2016-06-15,https://github.com/apache/Twill,graduated
Unomi,46596848.02503785,466,667,10,77,125,5,4,0,-8,62,19,436,85424,250,2788,0.012532208948231436,18.94,41,0,3,7,5.185333200119892,156,2015-10-05,2019-02-20,https://github.com/apache/Unomi,graduated
Usergrid,6037019.775566318,1904,2416,12,-241,430,71,3,1,-4,134,50,0,67503,950,10237,0.0009125395977004002,31.89,32,1,24,45,34.117849640114336,184,2013-10-03,2015-08-19,https://github.com/apache/Usergrid,graduated
VCL,21095761.69957851,899,42,8,-180,20,0,2,0,1,54,3,0,26424,14,2853,0.04687656171914043,0.0,22,3,13,52,18.33068556764023,380,2008-10-06,2012-06-20,https://github.com/apache/VCL,graduated
VXQuery,14976894.828093171,268,73,10,-151,33,0,3,1,1,27,6,0,79696,111,1659,0.010792778649921507,39.18,16,9,2,26,24.185124286681496,355,2009-07-06,2014-07-16,https://github.com/apache/VXQuery,graduated
Whirr,2167756.2674780684,2192,246,15,-39,60,1,2,1,0,85,3,0,38749,551,237,0.02645930115128257,66.94,3,0,0,0,11.487964989059082,66,2010-05-11,2011-08-17,https://github.com/apache/Whirr,graduated
brpc,4524061.065319865,3998,36335,8,-25,3935,42,1,0,18,413,95,569,78090,1189,2067,0.0,40.3,3,8,16,54,10.599798950072602,1089,2018-11-13,2022-12-22,https://github.com/apache/brpc,graduated
logging-log4cxx,570062.2258064516,0,651,8,103,121,0,2,0,1,4,1,0,6378,340,2279,0.0,41.7,29,1,1,7,5.116512380865521,263,2004-01-31,2005-01-11,https://github.com/apache/logging-log4cxx,graduated
logging-log4net,207890.46666666667,0,1991,8,48,319,0,2,0,-1,7,4,150,26355,146,2426,0.0,19.21,19,0,4,7,10.179529027745396,208,2004-01-15,2007-02-21,https://github.com/apache/logging-log4net,graduated
awf,307880.1031494253,775,217,14,0,11,0,1,1,0,15,1,84,27485,20,68,0.22739018087855298,0.0,0,0,0,1,0.0,574,2011-07-08,2012-09-16,https://github.com/valr/awf,retired
Agila-Theme,5486906.133333334,0,554,9,0,50,0,1,1,0,0,0,0,793,20,10,0.0,0.0,0,0,8,0,87.26370712513899,22,2004-09-29,2006-12-05,https://github.com/arvi/Agila-Theme,retired
SerializerTests,91721.18181818182,0,170,8,0,22,0,1,0,0,0,0,0,51166,22,81,0.0,0.0,2,0,0,1,11.027686532144534,196,2010-09-21,2011-06-30,https://github.com/Alois-xx/SerializerTests,retired
incubator-retired-amaterasu,8753167.2676,123,139,8,-73,27,-1,2,0,3,24,9,426,65317,98,715,0.0023589963542783618,22.69,2,0,0,1,16.62093296746374,154,2017-09-07,2019-09-18,https://github.com/apache/incubator-retired-amaterasu,retired
incubator-ariatosca,2021894.153536083,1977,103,9,15,47,-26,2,0,-5,46,14,13,46687,39,166,0.05902578796561605,57.47,25,0,0,0,4.990767080900334,85,2016-08-27,2018-07-01,https://github.com/apache/incubator-ariatosca,retired
axion,6258837.837991734,0,130,3,0,74,0,2,0,0,0,0,0,99,8,15,1.0435967302452316,0.0,1,0,0,0,11.00244498777506,70,2003-12-19,2006-01-23,https://github.com/qantra-io/axion,retired
incubator-BlueMarlin,49379.07142857143,45,11,5,-27,7,7,1,0,2,10,4,0,40707,86,119,0.0,70.99,22,1,0,9,29.69393574551676,229,2020-06-09,2022-03-05,https://github.com/apache/incubator-BlueMarlin,retired
incubator-retired-Blur,4521682.770293652,1651,100,11,380,34,0,1,1,-13,73,23,0,3881,156,5120,0.0038594124700239807,14.41,29,2,15,38,32.243305862685865,196,2012-07-24,2017-06-22,https://github.com/apache/incubator-retired-Blur,retired
incubator-retired-concerted,217262.16511764706,103,29,10,4,7,-6,2,0,-3,11,3,0,47918,17,24,0.05303030303030303,45.94,0,0,0,0,19.05805038335159,46,2015-10-14,2016-04-25,https://github.com/apache/incubator-retired-concerted,retired
incubator-Crail,1002336.1974666663,329,344,8,15,50,0,1,1,-2,34,13,0,64115,65,373,0.03817365269461078,2.11,18,1,1,3,17.75792837826764,192,2017-11-01,2022-06-20,https://github.com/apache/incubator-Crail,retired
incubator-DataLab,16784897.1,55,365,6,306,59,3,6,0,-7,67,60,2464,60314,824,13306,0.0,9.02,43,2,7,16,32.43964983641347,292,2018-08-20,2023-08-17,https://github.com/apache/incubator-DataLab,retired
incubator-retired-Edgent,1980720.908269972,2031,570,9,447,140,-121,2,0,-16,67,26,0,30009,177,1228,0.00448715403248223,69.01,14,1,1,6,7.370239368265197,430,2016-02-29,2019-11-20,https://github.com/apache/incubator-retired-Edgent,retired
incubator-retired-Gearpump,747920.0069191175,2098,687,9,39,93,-29,3,0,-7,63,19,0,40590,526,1761,0.00637085557898515,25.16,14,0,0,3,3.010179562235135,153,2016-03-08,2018-09-19,https://github.com/apache/incubator-retired-Gearpump,retired
incubator-retired-Gossip,3350083.1934470586,562,608,9,41,114,-9,2,1,-7,57,16,0,34730,26,184,0.015492957746478873,60.95,1,0,0,0,7.396449704142012,62,2016-04-28,2018-08-21,https://github.com/apache/incubator-retired-Gossip,retired
incubator-retired-HORN,1318969.9274137933,215,76,10,19,18,-8,1,0,-3,21,6,0,10730,20,20,0.058091286307053944,3.61,3,0,0,0,35.95406360424028,56,2015-09-04,2017-07-13,https://github.com/apache/incubator-retired-HORN,retired
incubator-retired-HTrace,950294.8571021509,2304,290,10,112,82,0,2,1,-6,48,12,0,44448,117,548,0.06681112314915132,24.41,41,1,6,4,49.91583998853992,285,2014-11-11,2018-04-11,https://github.com/apache/incubator-retired-HTrace,retired
incubator-retired-hdt,3467137.7899038466,221,24,12,14,10,0,1,0,-1,16,4,0,-1,9,126,0.0005319738446193062,0.0,7,0,0,4,31.594267801164357,129,2012-11-09,2014-12-02,https://github.com/apache/incubator-retired-hdt,retired
incubator-Heron,3300264.525210084,1256,7891,10,439,599,-270,6,0,-22,115,85,752,53960,1125,5010,0.0,38.23,45,1,2,12,19.30285821122251,242,2017-06-23,2023-01-18,https://github.com/apache/incubator-Heron,retired
incubator-Hivemall,8843883.480771245,819,738,9,78,118,-8,1,1,-4,60,25,0,19734,355,1744,0.004009401354901148,28.18,45,0,3,12,27.21337613927733,138,2016-09-13,2022-09-01,https://github.com/apache/incubator-Hivemall,retired
juice,6750726.324873096,0,6368,14,0,216,0,3,0,0,0,0,94,72915,198,425,0.0,176.49,6,0,0,0,0.0,46,2004-04-05,2007-10-18,https://github.com/Automattic/juice,retired
kabuki,2332527.9,0,169,14,0,33,0,1,1,0,0,0,0,78819,9,642,0.0,55.41,4,0,0,2,3.036144578313253,146,2006-01-26,2006-06-24,https://github.com/hddm-devs/kabuki,retired
kalumet,1541798.81116,92,21,14,56,7,0,2,1,-2,10,3,0,-1,2,192,0.0017554125219426564,1.01,39,1,7,63,37.65421472427842,547,2011-09-20,2015-11-01,https://github.com/apache/kalumet,retired
kato,7279704.277777778,0,102,11,0,26,0,1,1,0,0,0,17,45185,14,60,0.0,0.0,4,0,0,1,10.593052436930392,223,2008-11-06,2012-08-01,https://github.com/DavidRogers/kato,retired
kitty,134491.76710684274,0,46617,9,0,923,0,1,0,0,0,0,0,59775,59,14372,0.0,4.4,0,10,30,62,2.8500464320985834,524,2010-10-03,2012-10-19,https://github.com/kovidgoyal/kitty,retired
incubator-retired-MRQL,346658.7300294118,420,51,10,10,17,0,1,1,-2,20,4,0,78568,5,164,0.029641185647425898,11.46,16,0,0,3,16.78808307056649,140,2013-03-13,2017-08-17,https://github.com/apache/incubator-retired-MRQL,retired
incubator-Milagro,1805533.4,32,96,9,7,12,0,1,1,-6,24,21,46,15603,140,96,0.0,0.0,5,0,4,0,60.95774647887324,76,2015-12-21,2024-03-21,https://github.com/apache/incubator-Milagro,retired
incubator-Myriad,5416660.542429188,919,379,10,62,73,0,3,1,-11,85,40,17,10142,160,294,0.01335113484646195,16.57,7,0,2,1,9.67164868140112,125,2015-03-01,2020-01-24,https://github.com/apache/incubator-Myriad,retired
NPanday,14766849.694194756,1046,44,15,66,16,0,3,1,-3,65,7,0,40419,109,2021,0.015417028961273494,26.47,43,0,5,14,15.715368785876748,212,2010-08-13,2015-02-08,https://github.com/apache/NPanday,retired
incubator-retired-OpenAz,6699475.030000001,33,61,10,-14,27,0,2,0,5,16,3,0,38646,4,68,0.0,122.04,12,7,6,32,18.357226748196343,463,2015-01-20,2016-08-26,https://github.com/apache/incubator-retired-OpenAz,retired
incubator-pagespeed-ngx,968048.6223300971,1960,9104,13,12,362,-6,2,1,-2,75,10,6,69674,218,5893,0.0,18.44,10,1,1,3,1.2067039106145252,238,2017-09-30,2023-03-17,https://github.com/apache/incubator-pagespeed-ngx,retired
PhotArk,1275150.7811744187,445,27,15,19,7,0,1,1,-2,28,5,0,21040,3,411,0.011805998723675814,5.97,9,0,0,0,12.169826608329284,84,2008-08-19,2012-12-29,https://github.com/apache/PhotArk,retired
incubator-retired-Pirk,459950.6767878788,526,140,9,229,26,-87,1,0,-6,25,6,0,39786,76,219,7.052426831071627e-05,30.61,2,0,0,7,10.27267818574514,184,2016-06-17,2017-04-17,https://github.com/apache/incubator-retired-Pirk,retired
incubator-retired-Quickstep,2337116.0478026313,1007,250,9,335,62,-38,1,0,-28,66,41,0,81980,619,781,0.0023319730157408177,34.42,12,1,9,46,18.41480778357855,405,2016-03-29,2018-12-01,https://github.com/apache/incubator-retired-Quickstep,retired
incubator-retired-Ripple,1882096.3603880606,295,401,12,51,59,2,2,0,-1,122,26,0,39544,138,1006,0.008267090620031796,47.79,11,0,1,0,18.395158909770736,99,2012-10-16,2015-12-06,https://github.com/apache/incubator-retired-Ripple,retired
incubator-S2Graph,893649.1321401881,1248,607,9,39,71,-26,1,0,-8,46,18,0,65006,165,1527,0.0031858161922570815,23.31,35,0,0,5,14.618882535680518,147,2015-11-29,2020-11-29,https://github.com/apache/incubator-S2Graph,retired
incubator-retired-S4,3399857.8829481476,757,100,13,116,18,0,1,0,-7,50,15,0,49954,163,542,0.0026980439181593344,42.98,2,0,0,0,5.2032201060278815,73,2011-09-26,2014-06-19,https://github.com/apache/incubator-retired-S4,retired
incubator-SAMOA,3646513.6635942035,626,600,10,16,108,-16,1,1,-2,63,25,0,12867,23,134,0.00611974859411181,9.26,34,0,1,3,15.059015059015058,118,2014-12-15,2021-03-11,https://github.com/apache/incubator-SAMOA,retired
Sirona,137932.09630188678,199,273,12,258,55,-1,1,1,-3,19,5,0,10388,82,829,0.004084609773887673,15.42,33,1,6,7,3.6123853211009176,154,2013-10-15,2017-07-03,https://github.com/apache/Sirona,retired
incubator-retired-Slider,1102097.0148664808,6024,229,11,330,73,0,1,0,-8,122,20,0,4634,205,2508,0.0381253035454104,58.08,37,1,7,13,10.035027765912004,260,2014-04-29,2018-05-24,https://github.com/apache/incubator-retired-Slider,retired
incubator-spot,25025814.591078702,1104,920,9,230,224,-1,3,1,-15,164,61,0,70012,269,643,0.003248457802861268,11.03,21,0,1,3,33.12075186708064,138,2016-09-23,2023-03-17,https://github.com/apache/incubator-spot,retired
stonehenge,11605642.9375,0,128,7,0,6,0,1,0,0,0,0,612,33948,158,494,0.0,0.0,0,0,0,0,0.0,0,2008-11-19,2011-07-05,https://github.com/druidfi/stonehenge,retired
incubator-retired-tamaya,4928680.0959913805,2378,124,11,324,36,-5,1,0,-10,59,21,0,31226,44,1589,0.012712975098296199,117.13,4,0,0,0,10.370511841100075,64,2014-11-14,2020-04-30,https://github.com/apache/incubator-retired-tamaya,retired
tashi,17145295.379666667,67,28,13,-86,10,0,2,0,1,13,1,0,-1,6,557,0.010778443113772455,0.0,3,1,0,2,12.309175638759442,594,2008-09-04,2012-10-02,https://github.com/apache/tashi,retired
incubator-taverna-language,17886872.34138368,744,70,10,56,26,0,2,1,-3,67,15,0,56304,242,3367,0.041748406081412455,68.17,29,0,2,6,6.384852487890797,195,2014-10-20,2020-02-20,https://github.com/apache/incubator-taverna-language,retired
incubator-Tuweni,23168823.115942027,274,413,6,121,75,-2,1,0,-7,45,30,18,44633,114,1554,0.0,1480.21,22,0,2,13,22.019441016648265,310,2019-03-25,2023-07-29,https://github.com/apache/incubator-Tuweni,retired
incubator-retired-Wave,5806070.629273417,1482,515,12,1,95,0,1,0,-1,120,22,0,70961,89,1065,0.0017048343519137014,38.81,37,2,7,13,5.090168432213242,397,2010-12-04,2018-01-15,https://github.com/apache/incubator-retired-Wave,retired
incubator-retired-Weex,973964.6311881188,3184,29346,8,1653,1816,10,2,0,-62,547,241,1284,75674,1688,10419,0.0,3.72,7,12,47,31,9.752025071498297,2394,2016-11-30,2021-05-12,https://github.com/apache/incubator-retired-Weex,retired
TrafficServer,9228386.34092171,0,4290,16,-212,782,0,10,0,9,12,0,9263,44150,1076,20497,0.0,29.57,39,1,43,5,8.03715528392061,178,2009-07-13,2010-04-21,https://github.com/apache/TrafficServer,graduated
NetBeans,2133789.239591516,0,6027,8,-241,835,159,2,0,32,150,97,5061,5772,1584,10109,0.0033561969508432224,32.87,0,50,523,1844,26.921600313324483,2498,2016-10-01,2019-04-17,https://github.com/apache/NetBeans,graduated
PLC4X,11618259.974489795,0,2796,8,223,390,10,2,0,-1,26,8,3669,72265,395,8525,0.0011259210199519828,18.03,0,50,63,531,17.64623854007044,5637,2017-12-18,2019-04-17,https://github.com/apache/PLC4X,graduated
incubator-NuttX,1342959.747826087,2884,6071,6,-222,1059,261,6,0,25,438,248,2067,67554,6816,46970,0.0,0.02,0,50,452,1230,36.079517770384086,1513,2019-12-09,2022-11-17,https://github.com/apache/incubator-NuttX,graduated
arrow,6105807.218980744,172658,31660,9,-414,3440,-69,16,0,64,4332,1159,4720,31414,2985,14447,0.030750376306903707,58.26,0,40,120,155,16.830452257014468,500,2016-02-17,2024-08-23,https://github.com/apache/arrow,bypassed
avro,6462805.389824351,24414,7343,16,-154,1609,62,5,0,27,2227,396,1483,77339,2012,4400,0.050220315737255244,70.15,19,1,13,28,10.676940569734624,155,2009-05-21,2024-08-22,https://github.com/apache/avro,bypassed
camel,3466323.3808316793,73584,15833,16,-551,4923,332,4,0,51,5075,1364,37112,996,2416,86494,0.006894253222267562,101.83,0,24,36,145,16.844756417986293,482,2009-05-21,2024-08-22,https://github.com/apache/camel,bypassed
causeway,10041257.887861514,28985,1970,13,-548,298,164,2,0,6,178,57,9310,79181,484,27738,0.002954406881229703,14.53,37,1,41,15,6.109513094713401,616,2012-11-30,2024-08-19,https://github.com/apache/causeway,bypassed
chainsaw,13880396.284291668,57,56,16,3,20,2,2,1,-1,18,2,0,-1,18,959,0.010724852071005916,3.49,23,2,3,20,6.5761435155359536,1306,2009-05-20,2022-08-11,https://github.com/apache/chainsaw,bypassed
datafusion,1673882.7559633027,19551,12655,4,-416,1087,208,9,0,83,644,319,2500,30866,1825,7333,0.0,15.91,40,1,55,124,18.39637509850276,944,2021-04-17,2024-08-22,https://github.com/apache/datafusion,bypassed
fluo-recipes,26471166.333333332,70,57,10,40,21,-21,2,1,-3,9,7,1,50106,69,132,0.0,80.07,1,0,0,1,3.068862275449102,102,2015-09-04,2023-06-15,https://github.com/apache/fluo-recipes,bypassed
ws-axiom,6258837.837991735,60,39,6,-39,21,26,1,0,1,30,7,0,83528,176,5366,0.01913947328969067,14.22,39,2,6,12,15.14987092849274,1129,2019-10-31,2024-08-21,https://github.com/apache/ws-axiom,bypassed
axis-axis2-java-core,5801237.253025251,445,89,5,-60,33,18,8,0,4,88,7,0,79950,716,17534,0.059420966612187716,62.62,0,19,28,120,18.393374741200827,354,2020-03-20,2024-08-22,https://github.com/apache/axis-axis2-java-core,bypassed
xmlgraphics-batik,7808663.145336529,1587,557,16,-6,139,0,3,0,-1,449,10,0,30790,86,3742,0.007247774524072548,10.21,0,18,23,104,20.45969611971281,735,2009-05-21,2024-08-06,https://github.com/apache/xmlgraphics-batik,bypassed
bookkeeper,8467895.42847231,15325,4668,14,-174,896,5,3,0,22,450,240,2001,30997,1389,4135,0.0046771917156267434,78.14,35,2,13,23,9.304498731811508,196,2011-04-06,2024-08-21,https://github.com/apache/bookkeeper,bypassed
buildstream,617766.6054660126,16727,187,4,51,27,-31,1,0,-1,33,16,214,38838,279,10976,0.0,65.94,42,0,5,4,11.140861888048631,153,2021-02-02,2024-08-15,https://github.com/apache/buildstream,bypassed
commons-bcel,10367110.317262987,905,608,12,-120,124,8,4,0,5,131,37,0,29950,127,2857,0.028918830101873152,30.95,39,4,3,9,5.943045810978126,314,2013-07-13,2024-08-21,https://github.com/apache/commons-bcel,bypassed
commons-beanutils,7460743.045544204,527,761,12,-63,201,18,4,0,3,154,25,0,17928,104,2268,0.04978017302510282,167.32,20,0,0,2,11.069666706774155,150,2013-06-12,2024-08-21,https://github.com/apache/commons-beanutils,bypassed
commons-bsf,9775730.864628572,26,68,12,-34,20,9,2,0,1,20,10,0,63721,27,1011,0.0032600821057715526,11.18,13,0,0,5,6.209530134484476,252,2013-07-12,2024-08-16,https://github.com/apache/commons-bsf,bypassed
commons-chain,6880383.3459673915,9,197,12,2,53,3,2,0,-1,15,7,0,52258,45,708,0.02233389168062535,53.99,1,0,2,0,28.344155844155843,50,2013-07-12,2023-10-24,https://github.com/apache/commons-chain,bypassed
commons-cli,9518509.509413559,742,868,16,-62,186,8,4,0,4,229,45,0,72305,112,1660,0.05810310452862432,122.42,7,0,0,0,3.793293018141836,64,2009-05-28,2024-08-21,https://github.com/apache/commons-cli,bypassed
commons-codec,4344142.4088184815,1565,1145,16,53,231,13,1,0,-1,222,46,16,24396,191,2715,0.027340370306281364,133.53,14,1,0,2,6.039774122268598,203,2009-05-21,2024-08-21,https://github.com/apache/commons-codec,bypassed
commons-collections,6052142.282312416,2194,1798,16,-246,458,13,3,0,4,395,82,51,68964,154,4643,0.01758862662899845,116.73,22,0,2,1,16.964885752688172,141,2009-05-21,2024-08-21,https://github.com/apache/commons-collections,bypassed
commons-compress,4619455.024900312,3162,910,14,-105,258,26,2,0,3,448,96,6,27558,226,5167,0.005688669475535884,62.12,35,1,3,14,5.460200437737588,229,2011-10-15,2024-08-21,https://github.com/apache/commons-compress,bypassed
commons-configuration,1962084.1526633292,1288,523,12,-16,135,36,2,0,5,263,40,0,30693,132,4858,0.024788451966152314,95.4,9,0,3,0,20.04615268215177,70,2013-02-26,2024-08-21,https://github.com/apache/commons-configuration,bypassed
commons-crypto,7479914.880967321,656,329,9,203,95,-51,3,0,-8,93,33,0,18673,132,1663,0.031813361611876985,49.36,2,0,0,0,13.147410358565738,62,2016-04-13,2024-08-21,https://github.com/apache/commons-crypto,bypassed
commons-csv,4548316.435068493,1143,1007,12,13,259,28,2,0,1,255,44,0,70771,119,2438,0.003971385657187953,242.97,10,0,1,0,2.271694684234439,76,2013-06-12,2024-08-21,https://github.com/apache/commons-csv,bypassed
commons-daemon,10990571.486580718,790,258,12,-56,66,9,3,0,3,202,19,538,33091,262,1692,0.12199630314232902,1.42,22,1,4,18,6.563156315631563,194,2013-07-12,2024-08-18,https://github.com/apache/commons-daemon,bypassed
commons-dbcp,8506186.807987545,874,904,12,-34,240,18,3,0,1,197,44,11,19050,141,3247,0.05221829603455045,107.66,9,1,3,1,4.761521108604576,108,2013-07-10,2024-08-19,https://github.com/apache/commons-dbcp,bypassed
commons-dbutils,9140796.016462069,239,906,12,-64,178,8,3,0,3,72,22,0,78065,87,1382,0.03180396246089677,106.07,1,0,0,0,3.218390804597701,37,2013-07-12,2024-08-18,https://github.com/apache/commons-dbutils,bypassed
commons-digester,9355644.832694445,51,148,12,-168,42,10,2,0,3,32,7,0,77211,183,2896,0.022916281648493807,68.43,10,0,2,2,5.61309722686268,189,2013-07-12,2024-08-21,https://github.com/apache/commons-digester,bypassed
commons-email,5015411.548595745,321,415,12,-7,111,11,1,0,1,103,22,0,43980,86,1622,0.04938271604938271,268.75,5,0,0,0,73.99764150943396,66,2013-07-11,2024-08-18,https://github.com/apache/commons-email,bypassed
commons-fileupload,10488736.429424332,786,638,14,-47,172,23,1,0,4,179,39,69,46521,109,1953,0.062402980440856876,126.81,3,0,0,0,6.259904912836767,68,2011-10-15,2024-08-21,https://github.com/apache/commons-fileupload,bypassed
commons-functor,6198635.194129031,25,69,12,7,27,0,2,0,-1,17,9,0,62361,25,910,0.0009885330170027679,173.33,0,0,0,0,10.788091068301226,29,2013-07-11,2023-10-02,https://github.com/apache/commons-functor,bypassed
commons-geometry,4649499.4041343285,1136,119,7,25,29,-5,1,0,1,44,20,18,24111,54,596,0.0026343519494204425,193.27,5,0,1,0,6.844857020913359,59,2018-04-02,2024-08-21,https://github.com/apache/commons-geometry,bypassed
httpcomponents-client,2028848.7240931818,9685,3820,16,20,932,5,1,0,3,1284,133,2,75233,664,3928,0.07793078549693125,69.46,32,3,1,20,14.73611111111111,261,2009-05-21,2024-08-22,https://github.com/apache/httpcomponents-client,bypassed
commons-imaging,11424924.28548,1162,1022,12,-62,180,11,3,0,1,208,51,0,32987,128,2501,0.004866463315249028,32.19,26,2,0,20,9.192082236003738,266,2013-07-11,2024-08-21,https://github.com/apache/commons-imaging,bypassed
commons-io,9958973.604993531,3086,2661,16,-182,661,15,1,0,3,629,108,7,35275,232,5018,0.03982981805014936,173.71,10,0,1,0,5.932809149392424,79,2009-05-21,2024-08-21,https://github.com/apache/commons-io,bypassed
commons-jci,7538395.451891891,33,42,12,-28,16,11,1,0,1,19,8,0,21035,50,804,0.03172804532577904,43.18,0,0,0,0,7.091561938958708,78,2013-07-11,2024-08-19,https://github.com/apache/commons-jci,bypassed
commons-jcs,12937177.924039999,639,235,12,-98,49,12,2,0,2,93,17,874,37575,87,2625,0.006103934110957816,37.55,27,0,0,2,8.901764550961285,177,2013-07-10,2024-08-21,https://github.com/apache/commons-jcs,bypassed
commons-jelly,8113369.99855642,12,54,12,-4,22,0,2,0,1,17,11,0,2256,120,2636,0.025186123871376524,43.3,29,0,0,4,7.472455547071015,122,2013-07-10,2024-08-21,https://github.com/apache/commons-jelly,bypassed
commons-jexl,4008107.356606205,1353,455,12,-550,83,10,2,0,5,99,19,1547,7772,397,4896,0.028898582333696837,106.36,40,0,4,4,4.019092418372994,166,2013-07-10,2024-08-21,https://github.com/apache/commons-jexl,bypassed
commons-jxpath,7632566.11226738,164,120,12,-58,54,10,1,0,1,49,8,0,64399,28,1034,0.05721765145848916,28.05,28,8,3,8,12.800758563470428,388,2013-07-10,2024-08-19,https://github.com/apache/commons-jxpath,bypassed
commons-lang,4144053.0708479644,6779,6952,16,-121,1556,15,2,0,7,1084,240,81,80674,296,8199,0.02861588675092034,187.66,33,2,4,3,8.91566265060241,144,2009-05-21,2024-08-22,https://github.com/apache/commons-lang,bypassed
commons-logging,8166323.675884615,304,414,16,-82,128,14,3,0,3,96,21,5,30641,119,1752,0.03932584269662921,57.43,7,0,0,1,8.402203856749312,125,2009-05-21,2024-08-21,https://github.com/apache/commons-logging,bypassed
commons-math,3012292.338049561,2735,1493,11,129,353,-2,2,0,-6,330,63,9,22119,229,7837,0.02576763918350315,92.92,27,4,8,30,10.1649890380707,639,2014-10-08,2024-08-21,https://github.com/apache/commons-math,bypassed
commons-net,5781650.209429022,1124,691,13,-150,185,18,3,0,3,258,34,0,3329,157,3641,0.0463837198643322,56.01,18,0,1,1,6.513720197930724,131,2012-12-11,2024-08-21,https://github.com/apache/commons-net,bypassed
commons-numbers,4914210.190698979,1373,196,9,18,58,-2,2,0,-1,75,31,1,20973,89,1443,0.0014570179698882952,167.27,30,2,3,6,15.487266234376468,245,2016-10-26,2024-08-16,https://github.com/apache/commons-numbers,bypassed
commons-pool,4729404.892267716,861,1315,12,-42,293,13,2,0,2,171,42,49,54137,160,3215,0.026328273244781784,142.62,5,0,0,1,9.77150287943526,115,2013-07-08,2024-08-21,https://github.com/apache/commons-pool,bypassed
commons-proxy,10414970.92717647,21,73,12,100,23,0,2,1,-2,19,7,0,76319,35,622,0.006902502157031924,67.93,0,0,0,0,4.460431654676259,73,2013-07-10,2023-10-25,https://github.com/apache/commons-proxy,bypassed
commons-rng,2767386.015379121,1183,144,9,185,40,-2,1,0,-3,44,19,31,78061,191,1658,0.002350044762757386,150.37,2,0,0,1,11.183261183261184,51,2016-08-13,2024-07-15,https://github.com/apache/commons-rng,bypassed
commons-scxml,8249365.049241526,121,146,10,-51,50,15,2,0,0,38,15,2,57895,105,1748,0.02878267758119884,75.46,25,0,1,0,4.816704235377862,100,2015-07-10,2024-08-21,https://github.com/apache/commons-scxml,bypassed
commons-statistics,14976923.443647888,447,126,7,33,26,1,1,0,-1,45,17,14,4896,54,846,0.001715686274509804,147.52,14,0,0,1,13.623271889400922,122,2018-01-03,2024-08-20,https://github.com/apache/commons-statistics,bypassed
commons-text,3994697.313818182,1120,903,11,-71,237,17,2,0,1,191,72,120,62978,106,2123,0.018329405603561142,143.35,11,0,2,4,17.885317320146,125,2014-11-10,2024-08-18,https://github.com/apache/commons-text,bypassed
commons-validator,14933400.084534336,824,550,15,-84,150,14,3,0,3,235,33,0,84155,179,4190,0.029895520844108823,108.5,7,0,1,0,5.039096437880104,82,2010-09-26,2024-08-21,https://github.com/apache/commons-validator,bypassed
commons-vfs,9489511.753998652,1880,663,12,-66,201,17,4,0,3,293,50,1,27551,181,4065,0.04102926178708716,73.91,20,0,0,1,12.570166009793384,111,2013-07-13,2024-08-21,https://github.com/apache/commons-vfs,bypassed
commons-weaver,3391127.890571428,61,55,12,21,15,1,1,0,0,19,11,0,30486,167,894,0.005279034690799397,26.75,5,0,0,0,3.047172575446821,86,2013-10-25,2024-05-16,https://github.com/apache/commons-weaver,bypassed
comdev-site,19209329.054299593,472,411,7,-29,103,2,4,0,8,164,31,328,70382,448,795,0.003204962522615663,0.0,0,0,0,0,0.0,18,2018-04-21,2024-07-29,https://github.com/apache/comdev-site,bypassed
directory-server,8202400.428234835,5136,386,16,199,92,20,2,0,-2,513,30,1,13638,196,13643,0.01932314559037653,91.27,39,1,9,39,13.865893279979442,234,2009-05-21,2024-08-22,https://github.com/apache/directory-server,bypassed
directory-studio,7875271.542539563,3713,289,16,-15,51,16,2,0,1,457,18,0,5576,200,6010,0.001124291258674556,8.96,0,11,12,98,21.684897849281413,328,2009-05-20,2024-07-15,https://github.com/apache/directory-studio,bypassed
xmlgraphics-fop,11135565.767717334,10008,473,16,74,129,0,3,0,-5,816,19,0,51218,254,10566,0.01330982894025034,59.68,0,3,21,58,8.79965908079022,390,2009-05-21,2024-08-21,https://github.com/apache/xmlgraphics-fop,bypassed
directory-fortress-core,4848656.3021097565,421,124,10,52,36,-3,1,0,-3,42,18,0,66987,429,1656,0.007839152210205414,82.77,33,0,6,12,21.32026749652387,212,2015-10-02,2024-08-09,https://github.com/apache/directory-fortress-core,bypassed
hbase,3085777.121710754,218768,13689,11,347,3321,124,4,0,4,2566,728,7393,6913,8982,49281,0.0259577119223643,94.32,0,4,44,78,7.76434430266692,287,2014-05-23,2024-08-21,https://github.com/apache/hbase,bypassed
